Date,Site,Account,Keyword,Market,Location,Device,Tags,Rank,Base_Rank,Url,Advertiser_Competition,Global_Monthly_Searches,Regional_Monthly_Searches,CPC
2020-09-07,www.bankofamerica.com/,bankofamerica,cash rewards card,US-en,,smartphone,"credit cards, sov, category",1,1,www.bankofamerica.com/credit-cards/products/cash-back-credit-card/,0.525176,320,260,4.58
2020-09-07,www.bankofamerica.com/,bankofamerica,cash rewards credit card,US-en,,smartphone,"credit cards, category",1,1,www.bankofamerica.com/credit-cards/products/cash-back-credit-card/,0.689303,2900,2400,13.08
2020-09-07,www.bankofamerica.com/,bankofamerica,celebrity credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/celebrity-cruises-credit-card/,0.033482099999999994,390,260,3.51
2020-09-07,www.bankofamerica.com/,bankofamerica,celebrity cruise credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/celebrity-cruises-credit-card/,0.0681319,170,140,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,check fico score free,US-en,,smartphone,"credit cards, sov, servicing",9,8,www.bankofamerica.com/credit-cards/free-fico-credit-score/,0.66047,1900,1900,7.63
2020-09-07,www.bankofamerica.com/,bankofamerica,college student credit cards,US-en,,smartphone,"credit cards, category",8,7,www.bankofamerica.com/credit-cards/student-credit-cards/,0.607132,6600,6600,10.7
2020-09-07,www.bankofamerica.com/,bankofamerica,como hacer credito,US-es,,smartphone,"credit cards, sov, category",3,1,www.bankofamerica.com/credit-cards/credit-cards-to-build-credit/es/,0.37519600000000003,720,210,2.19
2020-09-07,www.bankofamerica.com/,bankofamerica,compare credit card,US-en,,smartphone,"credit cards, sov, overview",10,10,www.bankofamerica.com/credit-cards/compare-credit-cards/,0.544117,60500,12100,5.92
2020-09-07,www.bankofamerica.com/,bankofamerica,compare credit cards,US-en,,smartphone,"credit cards, mission critical, sov, overview",8,8,www.bankofamerica.com/credit-cards/compare-credit-cards/,0.544117,60500,12100,5.92
2020-09-07,www.bankofamerica.com/,bankofamerica,competitive apr balance transfer credit cards,US-en,,smartphone,"credit cards, category",0,0,,0.0,0,0,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card,US-en,,smartphone,"credit cards, mission critical, sov, overview",9,8,www.bankofamerica.com/credit-cards/,0.721175,823000,301000,7.22
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card access,US-en,,smartphone,"credit cards, faqs",12,11,www.bankofamerica.com/credit-cards/manage-your-credit-card-account/,0.0701673,3600,2900,1.54
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card account,US-en,,smartphone,"credit cards, servicing",3,2,www.bankofamerica.com/credit-cards/manage-your-credit-card-account/,0.186468,1600,720,2.54
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card account access,US-en,,smartphone,"credit cards, faqs",23,23,www.bankofamerica.com/credit-cards/credit-card-account-information-faq/,0.0186224,590,590,3.24
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card account information,US-en,,smartphone,"credit cards, faqs",6,6,www.bankofamerica.com/credit-cards/manage-your-credit-card-account/,0.10204099999999999,30,20,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card agreement,US-en,,smartphone,"credit cards, servicing",2,2,www.bankofamerica.com/credit-cards/credit-card-agreements/,0.197143,390,260,4.78
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card agreement sample,US-en,,smartphone,"credit cards, servicing",1,1,www.bankofamerica.com/credit-cards/credit-card-agreements/,0.0510204,20,20,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card agreements,US-en,,smartphone,"credit cards, servicing",3,3,www.bankofamerica.com/credit-cards/credit-card-agreements/,0.197143,390,260,4.78
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card application,US-en,,smartphone,"credit cards, mission critical, sov, overview",4,3,www.bankofamerica.com/credit-cards/,0.8799739999999999,33100,14800,9.72
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card applications,US-en,,smartphone,"credit cards, mission critical, sov, overview",2,2,www.bankofamerica.com/credit-cards/,0.8799739999999999,33100,14800,9.72
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card apply,US-en,,smartphone,"credit cards, sov, overview",2,2,www.bankofamerica.com/credit-cards/,0.877108,110000,49500,8.81
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card benefits,US-en,,smartphone,"credit cards, faqs",7,7,www.bankofamerica.com/credit-cards/credit-card-benefits-faq/,0.1921,8100,1600,2.82
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card comparison,US-en,,smartphone,"credit cards, sov, overview",9,9,www.bankofamerica.com/credit-cards/compare-credit-cards/,0.544117,60500,12100,5.92
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card faq,US-en,,smartphone,"credit cards, faqs",2,2,www.bankofamerica.com/credit-cards/credit-card-account-information-faq/,0.0491803,210,70,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card features and benefits,US-en,,smartphone,"credit cards, faqs",9,8,www.bankofamerica.com/credit-cards/credit-card-benefits-faq/,0.333333,110,20,3.29
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card for students,US-en,,smartphone,"credit cards, sov, product",6,5,www.bankofamerica.com/credit-cards/student-credit-cards/,0.677994,60500,33100,12.22
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card glossary,US-en,,smartphone,"credit cards, faqs",3,3,www.bankofamerica.com/credit-cards/glossary/,0.0628571,70,40,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card information,US-en,,smartphone,"credit cards, faqs",14,9,www.bankofamerica.com/credit-cards/credit-card-account-information-faq/,0.176075,9900,5400,3.79
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card management,US-en,,smartphone,"credit cards, servicing",9,5,www.bankofamerica.com/credit-cards/manage-your-credit-card-account/,0.16179000000000002,1000,720,9.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card merchant fees,US-en,,smartphone,"credit cards, faqs",61,57,www.bankofamerica.com/smallbusiness/merchant-services/,0.599499,1900,1000,15.2
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card overdraft services,US-en,,smartphone,"credit cards, faqs",4,4,www.bankofamerica.com/deposits/overdraft-services-faqs/,0.0,0,0,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card payments,US-en,,smartphone,"credit cards, faqs",13,9,www.bankofamerica.com/banking-information/assistance/credit-cards/making-credit-card-payments/,0.414426,40500,5400,9.9
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card rewards,US-en,,smartphone,"credit cards, sov, category",18,15,www.bankofamerica.com/credit-cards/point-rewards-credit-cards/,0.6590739999999999,18100,9900,5.62
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card security,US-en,,smartphone,"credit cards, faqs",11,7,bettermoneyhabits.bankofamerica.com/en/credit/credit-card-protection,0.880295,135000,135000,4.94
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card security features,US-en,,smartphone,"credit cards, faqs",10,6,www.bankofamerica.com/credit-cards/credit-card-security-faq/,0.0971429,210,70,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card statements,US-en,,smartphone,"credit cards, faqs",22,18,www.bankofamerica.com/credit-cards/credit-card-payments-statements-faq/,0.021027,12100,2400,2.09
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card terminology,US-en,,smartphone,"credit cards, faqs",3,3,www.bankofamerica.com/credit-cards/glossary/,0.0138249,210,90,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card terms,US-en,,smartphone,"credit cards, faqs",7,7,www.bankofamerica.com/credit-cards/glossary/,0.035714300000000004,480,320,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card terms glossary,US-en,,smartphone,"credit cards, faqs",4,4,www.bankofamerica.com/credit-cards/glossary/,0.0,10,10,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card travel rewards,US-en,,smartphone,"credit cards, sov, category",3,3,www.bankofamerica.com/credit-cards/products/travel-rewards-credit-card/,0.506181,5400,4400,4.98
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card with no foreign transaction fee,US-en,,smartphone,"credit cards, category",8,7,www.bankofamerica.com/credit-cards/no-foreign-transaction-fee-credit-cards/,0.32409099999999996,9900,6600,2.95
2020-09-07,www.bankofamerica.com/,bankofamerica,credit card with travel rewards,US-en,,smartphone,"credit cards, sov, category",8,7,www.bankofamerica.com/credit-cards/products/travel-rewards-credit-card/,0.506181,5400,4400,4.98
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards,US-en,,smartphone,"credit cards, mission critical, sov, overview",13,9,www.bankofamerica.com/credit-cards/,0.721175,823000,301000,7.22
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards for students,US-en,,smartphone,"credit cards, sov, category",6,5,www.bankofamerica.com/credit-cards/student-credit-cards/,0.677994,60500,33100,12.22
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards low intro apr,US-en,,smartphone,"credit cards, category",12,12,www.bankofamerica.com/credit-cards/promo-rate-purchases-credit-cards/,1.0,10,10,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards no annual fee,US-en,,smartphone,"credit cards, category",12,11,www.bankofamerica.com/credit-cards/credit-card-with-no-annual-fee/,0.7364729999999999,18100,12100,6.95
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards that earn miles,US-en,,smartphone,"credit cards, mission critical, sov, category",15,14,www.bankofamerica.com/credit-cards/airline-credit-cards/,0.35329,880,720,8.03
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards to build credit,US-en,,smartphone,"credit cards, category",3,2,www.bankofamerica.com/credit-cards/credit-cards-to-build-credit/,0.861142,27100,22200,7.44
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards to rebuild credit,US-en,,smartphone,"credit cards, category",5,4,www.bankofamerica.com/credit-cards/credit-cards-to-build-credit/,0.8238469999999999,8100,8100,9.12
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards with airline miles,US-en,,smartphone,"credit cards, mission critical, sov, category",15,14,www.bankofamerica.com/credit-cards/travel-credit-cards/,0.57077,3600,2900,6.6
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards with low intro apr,US-en,,smartphone,"credit cards, category",8,8,www.bankofamerica.com/credit-cards/promo-rate-purchases-credit-cards/,1.0,10,10,22.11
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards with miles rewards,US-en,,smartphone,"credit cards, mission critical, sov, category",14,14,www.bankofamerica.com/credit-cards/travel-credit-cards/,0.6687810000000001,720,590,6.96
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards with no annual fee,US-en,,smartphone,"credit cards, category",15,11,www.bankofamerica.com/credit-cards/credit-card-with-no-annual-fee/,0.7364729999999999,18100,12100,6.95
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards with no foreign transaction fee,US-en,,smartphone,"credit cards, category",8,7,www.bankofamerica.com/credit-cards/no-foreign-transaction-fee-credit-cards/,0.32409099999999996,9900,6600,2.95
2020-09-07,www.bankofamerica.com/,bankofamerica,credit cards with rewards,US-en,,smartphone,"credit cards, sov, category",22,19,www.bankofamerica.com/credit-cards/point-rewards-credit-cards/,0.6590739999999999,18100,9900,5.62
2020-09-07,www.bankofamerica.com/,bankofamerica,cruise credit card,US-en,,smartphone,"credit cards, mission critical, sov, category",4,4,www.bankofamerica.com/credit-cards/products/norwegian-cruise-lines-credit-card/,0.08610570000000001,390,390,5.15
2020-09-07,www.bankofamerica.com/,bankofamerica,cruise line credit cards,US-en,,smartphone,"credit cards, mission critical, sov, category",4,4,www.bankofamerica.com/credit-cards/products/norwegian-cruise-lines-credit-card/,0.180952,90,90,10.38
2020-09-07,www.bankofamerica.com/,bankofamerica,dispute credit card charge,US-en,,smartphone,"credit cards, sov, faqs",19,16,www.bankofamerica.com/credit-cards/credit-card-disputes-faq/,0.05583919999999999,3600,2900,7.94
2020-09-07,www.bankofamerica.com/,bankofamerica,free credit score,US-en,,smartphone,"credit cards, sov, servicing",28,24,www.bankofamerica.com/credit-cards/free-fico-credit-score/,0.964521,165000,110000,10.53
2020-09-07,www.bankofamerica.com/,bankofamerica,free fico,US-en,,smartphone,"credit cards, sov, servicing",8,7,www.bankofamerica.com/credit-cards/free-fico-credit-score/,0.501682,880,720,6.89
2020-09-07,www.bankofamerica.com/,bankofamerica,free fico credit score,US-en,,smartphone,"credit cards, sov, servicing",7,7,www.bankofamerica.com/credit-cards/free-fico-credit-score/,0.734112,5400,5400,7.97
2020-09-07,www.bankofamerica.com/,bankofamerica,free fico score,US-en,,smartphone,"credit cards, sov, servicing",9,8,www.bankofamerica.com/credit-cards/free-fico-credit-score/,0.7059340000000001,18100,18100,6.59
2020-09-07,www.bankofamerica.com/,bankofamerica,get fico score free,US-en,,smartphone,"credit cards, sov, servicing",8,8,www.bankofamerica.com/credit-cards/free-fico-credit-score/,0.700075,590,590,10.27
2020-09-07,www.bankofamerica.com/,bankofamerica,hotel credit cards,US-en,,smartphone,"credit cards, product",37,33,www.bankofamerica.com/credit-cards/products/sonesta-hotels-resorts-credit-card/,0.341591,3600,2900,2.46
2020-09-07,www.bankofamerica.com/,bankofamerica,hotel points credit cards,US-en,,smartphone,"credit cards, product",34,30,www.bankofamerica.com/credit-cards/products/sonesta-hotels-resorts-credit-card/,0.47222200000000003,390,320,3.69
2020-09-07,www.bankofamerica.com/,bankofamerica,hotel rewards credit card,US-en,,smartphone,"credit cards, product",28,27,www.bankofamerica.com/credit-cards/products/sonesta-hotels-resorts-credit-card/,0.497389,590,590,3.76
2020-09-07,www.bankofamerica.com/,bankofamerica,how to apply for a credit card,US-en,,smartphone,"credit cards, faqs",5,4,www.bankofamerica.com/credit-cards/,0.6249279999999999,18100,6600,6.44
2020-09-07,www.bankofamerica.com/,bankofamerica,how to apply for credit card,US-en,,smartphone,"credit cards, faqs",6,5,www.bankofamerica.com/credit-cards/,0.6249279999999999,18100,6600,6.44
2020-09-07,www.bankofamerica.com/,bankofamerica,how to dispute a credit card charge,US-en,,smartphone,"credit cards, sov, faqs",14,13,www.bankofamerica.com/credit-cards/credit-card-disputes-faq/,0.0445795,1600,1000,8.42
2020-09-07,www.bankofamerica.com/,bankofamerica,komen credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/susan-komen-credit-card/,0.0,10,10,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,low interest credit card,US-en,,smartphone,"credit cards, category",10,9,www.bankofamerica.com/credit-cards/low-interest-credit-cards/,0.8679709999999999,18100,12100,11.24
2020-09-07,www.bankofamerica.com/,bankofamerica,low interest credit cards,US-en,,smartphone,"credit cards, category",10,9,www.bankofamerica.com/credit-cards/low-interest-credit-cards/,0.8679709999999999,18100,12100,11.24
2020-09-07,www.bankofamerica.com/,bankofamerica,low interest rate credit card,US-en,,smartphone,"credit cards, category",7,7,www.bankofamerica.com/credit-cards/low-interest-credit-cards/,0.748687,12100,8100,8.7
2020-09-07,www.bankofamerica.com/,bankofamerica,low interest rate credit cards,US-en,,smartphone,"credit cards, category",9,7,www.bankofamerica.com/credit-cards/low-interest-credit-cards/,0.748687,12100,8100,8.7
2020-09-07,www.bankofamerica.com/,bankofamerica,low intro apr balance transfer credit cards,US-en,,smartphone,"credit cards, category",9,7,www.bankofamerica.com/credit-cards/promo-rate-balance-transfers-credit-cards/,0.0,10,10,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,low intro apr credit cards,US-en,,smartphone,"credit cards, category",7,7,www.bankofamerica.com/credit-cards/promo-rate-purchases-credit-cards/,0.744136,40,40,10.05
2020-09-07,www.bankofamerica.com/,bankofamerica,low promo apr balance transfer credit cards,US-en,,smartphone,"credit cards, category",8,8,www.bankofamerica.com/credit-cards/promo-rate-balance-transfers-credit-cards/,0.0,0,0,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,manage credit card,US-en,,smartphone,"credit cards, servicing",3,3,www.bankofamerica.com/credit-cards/manage-your-credit-card-account/,0.16179000000000002,1000,720,9.0
2020-09-07,www.bankofamerica.com/,bankofamerica,mastercard,US-en,,smartphone,"credit cards, category",84,80,www.bankofamerica.com/credit-cards/mastercard-credit-cards/,0.372342,823000,135000,5.99
2020-09-07,www.bankofamerica.com/,bankofamerica,mastercard credit cards,US-en,,smartphone,"credit cards, category",8,7,www.bankofamerica.com/credit-cards/mastercard-credit-cards/,0.6093810000000001,18100,12100,7.55
2020-09-07,www.bankofamerica.com/,bankofamerica,merchant credit card fees,US-en,,smartphone,"credit cards, faqs",97,93,www.bankofamerica.com/smallbusiness/merchant-services/merchant-services-faq/,0.599499,1900,1000,15.2
2020-09-07,www.bankofamerica.com/,bankofamerica,miles credit card,US-en,,smartphone,"credit cards, mission critical, sov, category",8,7,www.bankofamerica.com/credit-cards/travel-credit-cards/,0.568934,5400,3600,7.21
2020-09-07,www.bankofamerica.com/,bankofamerica,military cash back credit card,US-en,,smartphone,"credit cards, product",23,23,www.bankofamerica.com/credit-cards/products/us-pride-military-credit-card/,1.0,10,10,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,military cash rewards credit card,US-en,,smartphone,"credit cards, product",11,10,www.bankofamerica.com/credit-cards/products/us-pride-military-credit-card/,0.0,10,10,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,military credit card,US-en,,smartphone,"credit cards, sov, product",39,35,www.bankofamerica.com/military-banking/military-banking-faqs/,0.409901,1600,1300,10.2
2020-09-07,www.bankofamerica.com/,bankofamerica,mlb credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/mlb-credit-cards/,0.136447,390,390,4.45
2020-09-07,www.bankofamerica.com/,bankofamerica,mlb mastercard,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/mlb-credit-cards/,0.0573635,170,140,2.58
2020-09-07,www.bankofamerica.com/,bankofamerica,ncl credit card,US-en,,smartphone,"credit cards, product",2,2,www.bankofamerica.com/credit-cards/products/norwegian-cruise-lines-credit-card/,0.03217009999999999,720,590,2.1
2020-09-07,www.bankofamerica.com/,bankofamerica,ncl mastercard,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/norwegian-cruise-lines-credit-card/,0.00340136,140,140,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,no annual fee credit cards,US-en,,smartphone,"credit cards, category",13,12,www.bankofamerica.com/credit-cards/credit-card-with-no-annual-fee/,0.7364729999999999,18100,12100,6.95
2020-09-07,www.bankofamerica.com/,bankofamerica,no foreign transaction fee credit card,US-en,,smartphone,"credit cards, category",8,7,www.bankofamerica.com/credit-cards/no-foreign-transaction-fee-credit-cards/,0.32409099999999996,9900,6600,2.95
2020-09-07,www.bankofamerica.com/,bankofamerica,no foreign transaction fee credit cards,US-en,,smartphone,"credit cards, category",8,7,www.bankofamerica.com/credit-cards/no-foreign-transaction-fee-credit-cards/,0.32409099999999996,9900,6600,2.95
2020-09-07,www.bankofamerica.com/,bankofamerica,norwegian credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/norwegian-cruise-lines-credit-card/,0.041022,1900,880,9.51
2020-09-07,www.bankofamerica.com/,bankofamerica,norwegian cruise credit card,US-en,,smartphone,"credit cards, product",2,2,www.bankofamerica.com/credit-cards/products/norwegian-cruise-lines-credit-card/,0.055555600000000004,260,210,11.18
2020-09-07,www.bankofamerica.com/,bankofamerica,norwegian cruise line credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/norwegian-cruise-lines-credit-card/,0.0646259,260,260,3.12
2020-09-07,www.bankofamerica.com/,bankofamerica,pink ribbon credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/susan-komen-credit-card/,0.5,10,10,0.48
2020-09-07,www.bankofamerica.com/,bankofamerica,premium rewards,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/premium-rewards-credit-card/,0.00489237,1900,210,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,premium rewards credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/premium-rewards-credit-card/,0.337438,70,50,4.69
2020-09-07,www.bankofamerica.com/,bankofamerica,premium rewards credit cards,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/premium-rewards-credit-card/,0.337438,70,50,4.69
2020-09-07,www.bankofamerica.com/,bankofamerica,rebuild credit cards,US-en,,smartphone,"credit cards, category",4,3,www.bankofamerica.com/credit-cards/credit-cards-to-build-credit/,0.811994,5400,4400,7.59
2020-09-07,www.bankofamerica.com/,bankofamerica,reward credit cards,US-en,,smartphone,"credit cards, sov, category",22,19,www.bankofamerica.com/credit-cards/point-rewards-credit-cards/,0.6590739999999999,18100,9900,5.62
2020-09-07,www.bankofamerica.com/,bankofamerica,rewards credit cards,US-en,,smartphone,"credit cards, mission critical, sov, category",23,20,www.bankofamerica.com/credit-cards/point-rewards-credit-cards/,0.6590739999999999,18100,9900,5.62
2020-09-07,www.bankofamerica.com/,bankofamerica,royal caribbean credit card,US-en,,smartphone,"credit cards, product",2,2,www.bankofamerica.com/credit-cards/products/royal-caribbean-credit-card/,0.04983680000000001,2900,2900,4.77
2020-09-07,www.bankofamerica.com/,bankofamerica,royal caribbean credit card rewards,US-en,,smartphone,"credit cards, product",5,5,www.bankofamerica.com/credit-cards/products/royal-caribbean-credit-card/,0.044642900000000006,140,140,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,royal caribbean rewards,US-en,,smartphone,"credit cards, product",7,7,www.bankofamerica.com/credit-cards/products/royal-caribbean-credit-card/,0.016643599999999998,590,480,1.13
2020-09-07,www.bankofamerica.com/,bankofamerica,sample credit card agreement,US-en,,smartphone,"credit cards, servicing",1,1,www.bankofamerica.com/credit-cards/credit-card-agreements/,0.0628571,20,20,1.83
2020-09-07,www.bankofamerica.com/,bankofamerica,secured card,US-en,,smartphone,"credit cards, sov, product",7,6,www.bankofamerica.com/credit-cards/products/secured-credit-card/,0.696932,9900,6600,4.67
2020-09-07,www.bankofamerica.com/,bankofamerica,secured credit card,US-en,,smartphone,"credit cards, mission critical, sov, product",4,3,www.bankofamerica.com/credit-cards/products/secured-credit-card/,0.880295,135000,135000,4.94
2020-09-07,www.bankofamerica.com/,bankofamerica,solicitar tarjeta de credito,US-es,,smartphone,"credit cards, sov, overview",1,1,www.bankofamerica.com/credit-cards/es/,0.2872,27100,720,0.79
2020-09-07,www.bankofamerica.com/,bankofamerica,solicitar tarjeta de credito en linea,US-es,,smartphone,"credit cards, sov, overview",1,1,www.bankofamerica.com/credit-cards/es/,0.42921800000000004,2900,320,1.4
2020-09-07,www.bankofamerica.com/,bankofamerica,sonesta credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/sonesta-hotels-resorts-credit-card/,0.0750605,90,90,4.88
2020-09-07,www.bankofamerica.com/,bankofamerica,spirit airlines credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/spirit-airlines-credit-card/,0.0956929,2400,2400,3.95
2020-09-07,www.bankofamerica.com/,bankofamerica,spirit airlines mastercard,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/spirit-airlines-credit-card/,0.015612799999999998,260,260,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,spirit credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/spirit-airlines-credit-card/,0.0815267,3600,3600,4.7
2020-09-07,www.bankofamerica.com/,bankofamerica,spirit mastercard,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/spirit-airlines-credit-card/,0.018712599999999996,1900,1600,1.94
2020-09-07,www.bankofamerica.com/,bankofamerica,student credit card,US-en,,smartphone,"credit cards, sov, product",8,7,www.bankofamerica.com/credit-cards/student-credit-cards/,0.677994,60500,33100,12.22
2020-09-07,www.bankofamerica.com/,bankofamerica,student credit card rewards,US-en,,smartphone,"credit cards, product",8,8,www.bankofamerica.com/credit-cards/student-credit-cards/,0.534323,110,70,8.06
2020-09-07,www.bankofamerica.com/,bankofamerica,student credit cards,US-en,,smartphone,"credit cards, sov, category",10,9,www.bankofamerica.com/credit-cards/student-credit-cards/,0.677994,60500,33100,12.22
2020-09-07,www.bankofamerica.com/,bankofamerica,student rewards credit card,US-en,,smartphone,"credit cards, sov, product",7,6,www.bankofamerica.com/credit-cards/products/student-cash-back-credit-card/,0.534323,110,70,8.06
2020-09-07,www.bankofamerica.com/,bankofamerica,student travel card,US-en,,smartphone,"credit cards, sov, product",3,3,www.bankofamerica.com/credit-cards/products/student-rewards-credit-card/,0.171429,2400,90,1.84
2020-09-07,www.bankofamerica.com/,bankofamerica,student travel credit cards,US-en,,smartphone,"credit cards, sov, product",1,1,www.bankofamerica.com/credit-cards/products/student-rewards-credit-card/,0.333201,480,390,2.65
2020-09-07,www.bankofamerica.com/,bankofamerica,susan g komen credit card,US-en,,smartphone,"credit cards, product",1,1,www.bankofamerica.com/credit-cards/products/susan-komen-credit-card/,0.021978,70,40,3.36
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjeta asegurada,US-es,,smartphone,"credit cards, sov, product",1,1,www.bankofamerica.com/credit-cards/products/secured-credit-card/es/,0.276715,110,70,0.69
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjeta de credito,US-es,,smartphone,"credit cards, sov, overview",1,1,www.bankofamerica.com/credit-cards/es/,0.304743,246000,8100,0.82
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjeta de credito asegurada,US-es,,smartphone,"credit cards, sov, product",1,1,www.bankofamerica.com/credit-cards/products/secured-credit-card/es/,0.45636499999999997,480,320,0.78
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjeta de credito con recompensas,US-es,,smartphone,"credit cards, sov, category",1,1,www.bankofamerica.com/credit-cards/point-rewards-credit-cards/es/,0.0,0,0,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjeta para hacer credito,US-es,,smartphone,"credit cards, sov, category",1,1,www.bankofamerica.com/credit-cards/credit-cards-to-build-credit/es/,0.550775,90,70,1.35
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjetas aseguradas de credito,US-es,,smartphone,"credit cards, sov, product",1,1,www.bankofamerica.com/credit-cards/products/secured-credit-card/es/,0.45636499999999997,480,320,0.78
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjetas con puntos,US-es,,smartphone,"credit cards, sov, category",3,2,www.bankofamerica.com/credit-cards/travel-credit-cards/es/,0.0,320,10,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjetas de credito para hacer credito,US-es,,smartphone,"credit cards, sov, category",2,2,www.bankofamerica.com/credit-cards/credit-cards-to-build-credit/es/,0.7763979999999999,210,40,0.84
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjetas de credito para viajes,US-es,,smartphone,"credit cards, sov, category",2,2,www.bankofamerica.com/credit-cards/travel-credit-cards/es/,0.201681,590,90,0.51
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjetas para viajar,US-es,,smartphone,"credit cards, sov, product",5,5,www.bankofamerica.com/credit-cards/travel-credit-cards/es/,0.190476,1000,20,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,tarjetas que devuelven dinero,US-es,,smartphone,"credit cards, sov, category",2,2,www.bankofamerica.com/credit-cards/cash-back-credit-cards/es/,0.0,140,10,0.0
2020-09-07,www.bankofamerica.com/,bankofamerica,travel credit cards,US-en,,smartphone,"credit cards, mission critical, sov, category",12,12,www.bankofamerica.com/credit-cards/products/travel-rewards-credit-card/,0.560983,22200,14800,4.3
